lh.aparc.thickness	lh_bankssts_thickness	lh_caudalanteriorcingulate_thickness	lh_caudalmiddlefrontal_thickness	lh_cuneus_thickness	lh_entorhinal_thickness	lh_fusiform_thickness	lh_inferiorparietal_thickness	lh_inferiortemporal_thickness	lh_isthmuscingulate_thickness	lh_lateraloccipital_thickness	lh_lateralorbitofrontal_thickness	lh_lingual_thickness	lh_medialorbitofrontal_thickness	lh_middletemporal_thickness	lh_parahippocampal_thickness	lh_paracentral_thickness	lh_parsopercularis_thickness	lh_parsorbitalis_thickness	lh_parstriangularis_thickness	lh_pericalcarine_thickness	lh_postcentral_thickness	lh_posteriorcingulate_thickness	lh_precentral_thickness	lh_precuneus_thickness	lh_rostralanteriorcingulate_thickness	lh_rostralmiddlefrontal_thickness	lh_superiorfrontal_thickness	lh_superiorparietal_thickness	lh_superiortemporal_thickness	lh_supramarginal_thickness	lh_frontalpole_thickness	lh_temporalpole_thickness	lh_transversetemporal_thickness	lh_insula_thickness	lh_MeanThickness_thickness	BrainSegVolNotVent	eTIV
sub-147/ses-001	3.177	2.916	2.73	2.118	3.811	3.13	3.004	3.192	2.822	2.47	2.907	2.277	2.633	3.493	3.196	2.938	3.083	3.084	2.872	1.869	2.262	3.062	2.979	2.962	3.276	2.573	3.113	2.523	3.558	3.093	2.816	3.605	2.742	3.24	2.87927	1809273.0	2229172.659173
sub-149/ses-001	3.049	3.119	2.955	2.285	3.931	3.171	3.1	3.252	3.161	2.546	3.02	2.431	2.903	3.441	2.948	3.138	3.214	2.715	2.908	1.805	2.333	3.143	3.04	3.159	3.609	2.616	3.339	2.833	3.437	3.13	3.192	4.108	3.035	3.54	2.98474	1747435.0	2124103.366111
sub-151/ses-001	2.915	2.973	2.733	1.996	3.564	3.268	2.977	3.281	2.698	2.512	2.934	2.251	2.746	3.309	3.302	2.836	2.863	2.595	2.522	1.807	2.487	2.98	2.878	2.898	3.29	2.408	3.041	2.516	3.215	2.979	2.586	3.796	2.946	3.579	2.84095	1713586.0	2272628.48215
sub-152/ses-001	3.009	2.799	2.644	2.068	3.222	3.179	2.811	3.146	2.536	2.439	2.994	2.001	2.753	3.307	2.373	2.493	2.955	2.993	2.595	1.849	2.205	2.778	2.704	2.605	3.079	2.517	2.864	2.435	3.202	2.712	2.855	3.552	3.089	3.359	2.72686	1940092.0	2253406.012606
sub-153/ses-001	2.86	2.833	2.382	2.362	2.927	2.984	2.719	3.037	2.661	2.399	2.476	2.127	2.712	3.289	2.998	2.661	2.792	2.611	2.684	1.79	2.19	2.7	2.512	2.43	3.228	2.556	2.787	2.34	3.224	2.729	2.922	3.472	2.365	3.301	2.65713	1740873.0	2295055.933238
sub-154/ses-001	3.028	2.775	2.723	2.072	3.409	3.309	2.932	3.499	2.85	2.495	3.179	2.324	2.924	3.523	3.218	2.956	3.168	3.163	2.966	1.671	2.195	3.064	2.833	2.828	3.447	2.685	3.051	2.612	3.377	3.016	3.312	4.253	2.371	3.738	2.90505	1960471.0	2402433.964656
sub-156/ses-001	2.759	2.713	2.717	2.119	3.413	3.161	2.665	3.175	2.546	2.298	2.745	2.402	2.485	3.343	3.117	2.728	3.057	2.911	2.685	1.75	2.274	2.607	3.037	2.493	3.366	2.48	2.856	2.344	3.535	3.037	2.597	4.118	3.131	3.441	2.76324	1735325.0	2136000.031428
sub-157/ses-001	3.049	2.769	2.825	2.109	3.608	3.254	2.915	3.352	2.605	2.415	3.125	2.386	2.822	3.617	3.364	2.624	3.124	3.018	3.047	1.645	2.403	2.68	2.946	2.637	3.489	2.597	2.934	2.629	3.362	3.176	2.724	4.358	2.71	3.658	2.87192	1749132.0	2183946.977205
sub-158/ses-001	2.737	2.665	2.697	1.916	3.76	3.013	2.599	3.063	2.498	2.259	2.93	2.186	2.713	3.341	3.418	2.695	2.757	2.999	2.517	1.661	2.193	2.969	2.75	2.618	3.127	2.338	2.672	2.337	3.272	2.752	2.435	4.571	2.64	3.359	2.67916	1894783.0	2283073.011007
sub-161/ses-001	3.399	2.946	2.81	2.264	4.061	3.116	3.051	3.382	2.704	2.487	3.1	2.517	3.135	3.542	3.647	3.241	3.174	3.084	2.84	1.925	2.357	3.037	3.236	3.019	3.295	2.486	3.275	2.743	3.433	3.152	3.404	4.176	2.962	3.676	3.00166	1943954.0	2374970.48184
sub-162/ses-001	2.949	2.875	2.603	1.979	3.887	3.091	2.766	3.072	2.763	2.404	2.874	2.266	2.776	3.429	3.248	2.662	2.854	2.741	2.746	1.698	2.145	2.662	2.78	2.763	3.141	2.487	2.92	2.445	3.296	2.738	2.644	3.528	2.785	3.37	2.74263	1711360.0	1946706.876837
sub-163/ses-001	2.707	2.841	2.375	2.022	3.403	3.036	2.775	3.227	2.705	2.391	2.97	2.224	2.723	3.359	3.341	2.714	2.984	2.765	2.593	1.625	2.397	2.976	2.919	2.715	3.102	2.327	2.796	2.509	3.265	2.909	2.69	4.259	2.717	3.565	2.75707	1725756.0	2194640.619162
sub-164/ses-001	2.779	2.56	2.744	2.115	3.337	2.907	2.748	3.292	2.841	2.37	2.843	2.093	2.636	3.247	2.994	2.255	3.098	3.335	2.602	1.56	2.565	2.883	2.302	2.665	3.325	2.55	2.978	2.448	3.354	2.853	2.554	3.808	2.608	3.52	2.75733	1601285.0	1982148.252015
sub-165/ses-001	2.908	2.937	2.68	1.801	3.301	3.174	2.693	3.238	2.69	2.196	2.995	2.071	2.619	3.412	3.17	2.585	3.15	2.848	2.683	1.657	2.191	2.706	2.957	2.58	3.374	2.379	3.099	2.31	3.453	2.772	2.793	3.743	3.001	3.334	2.75269	1775727.0	2158211.921237
sub-166/ses-001	3.265	3.099	2.866	2.085	3.672	3.165	3.017	3.352	2.978	2.517	3.015	2.443	2.855	3.556	2.739	2.995	3.334	3.277	3.178	1.69	2.53	3.188	3.09	3.181	3.47	2.57	3.323	2.653	3.395	2.997	3.437	3.519	3.098	3.557	2.98684	1810084.0	2178351.562772
sub-167/ses-highres	3.09	2.853	3.103	2.085	3.495	3.312	3.257	3.38	2.94	2.622	2.901	2.433	2.653	3.646	3.514	3.314	3.122	2.881	3.06	1.984	2.565	3.132	3.336	3.153	3.24	2.709	3.269	2.882	3.457	3.154	2.549	3.929	3.163	3.55	3.06189	1981537.0	2390945.889177
sub-171/ses-001	2.871	3.029	2.626	2.037	3.385	2.886	2.653	3.065	2.9	2.262	2.797	2.307	2.7	3.239	3.439	2.84	2.912	2.714	2.771	1.64	2.094	2.632	2.878	2.52	3.055	2.527	2.983	2.236	2.96	2.777	3.384	3.687	2.389	3.502	2.69248	1827296.0	2288792.072182
sub-172/ses-001	2.949	2.985	2.776	2.121	3.519	3.206	3.121	3.326	2.962	2.585	2.802	2.304	2.848	3.606	3.8	3.003	3.207	3.253	2.828	1.978	2.531	3.193	3.043	3.053	3.211	2.519	3.031	2.594	3.384	3.231	2.858	3.987	2.959	3.523	2.94591	1697241.0	2106879.972705
sub-173/ses-001	3.17	3.013	2.832	1.99	3.244	3.089	2.708	3.251	2.774	2.038	2.912	2.166	2.71	3.403	2.902	2.703	3.08	2.874	2.749	1.64	2.237	2.916	2.783	2.557	3.543	2.591	3.1	2.221	3.529	2.987	2.903	4.354	3.064	3.452	2.77603	1772744.0	2131163.985952
sub-174/ses-001	2.623	2.672	2.559	1.948	3.355	2.923	2.673	2.996	2.524	2.412	2.749	2.252	2.685	3.221	2.83	2.641	2.766	2.723	2.602	1.848	2.173	2.666	2.729	2.613	2.829	2.311	2.852	2.279	3.178	2.634	2.712	4.03	2.606	3.352	2.64461	1654913.0	2187403.887404
sub-175/ses-001	2.855	2.778	2.738	2.055	3.277	3.256	2.854	3.379	2.917	2.47	2.918	2.452	2.806	3.669	3.289	2.965	2.836	2.602	2.791	1.726	2.413	3.118	2.857	2.966	3.245	2.454	2.957	2.503	3.317	2.709	2.289	3.941	2.763	3.514	2.85107	1817528.0	2181717.511396
sub-176/ses-001	3.138	2.903	2.899	2.337	3.247	3.356	3.077	3.448	3.112	2.498	3.047	2.384	2.973	3.535	3.227	3.211	3.121	3.349	2.596	1.946	2.43	3.156	3.165	3.061	3.422	2.705	3.388	2.612	3.469	3.046	2.897	3.891	2.821	3.542	3.00825	1875058.0	2230027.59802
sub-178/ses-highres	2.801	3.22	2.847	1.908	3.78	2.991	2.617	3.205	2.833	2.36	2.763	2.175	2.654	3.27	3.545	2.852	3.113	2.833	2.871	1.688	2.272	3.065	2.993	2.631	3.725	2.461	3.02	2.319	3.462	2.734	2.55	4.248	2.793	3.601	2.78697	1738869.0	2196853.322818
sub-181/ses-001	2.8	3.205	2.691	1.903	3.44	3.106	2.621	3.055	2.74	2.157	2.902	2.278	2.79	3.361	3.45	2.485	3.098	2.927	2.767	1.703	2.124	2.807	2.759	2.598	3.329	2.423	3.041	2.275	3.27	2.799	3.12	4.05	3.028	3.512	2.72005	1568788.0	2097054.84964
sub-182/ses-001	3.05	3.072	3.025	2.104	3.372	3.217	3.03	3.373	2.834	2.441	3.249	2.461	2.867	3.576	3.556	2.858	3.417	3.348	3.113	1.671	2.471	2.881	3.223	2.921	3.385	2.729	3.41	2.578	3.573	3.126	3.184	4.219	2.801	3.742	3.02136	1550881.0	2025017.408784
sub-183/ses-001	3.177	2.95	2.684	1.918	3.807	3.255	2.897	3.405	2.816	2.547	2.963	2.434	2.893	3.429	3.302	2.781	3.18	2.825	2.578	1.666	2.255	2.907	2.9	2.851	3.167	2.497	2.981	2.401	3.464	3.279	2.909	4.165	2.945	3.638	2.86782	1765700.0	2120738.488861
sub-184/ses-001	2.768	2.822	2.618	2.274	3.532	3.263	2.765	3.232	2.748	2.452	2.962	2.667	3.026	3.297	3.252	2.772	2.814	3.024	2.879	1.913	2.298	2.952	2.727	2.966	3.092	2.403	2.95	2.498	3.313	2.874	3.488	3.526	3.25	3.467	2.81906	1774761.0	2170356.318968
sub-185/ses-001	2.988	2.99	2.784	1.806	3.446	3.025	2.697	3.2	2.677	2.422	2.833	2.115	2.779	3.279	2.969	3.056	2.839	2.681	2.522	1.552	2.297	2.849	2.957	2.596	3.404	2.458	3.212	2.518	3.158	2.807	3.292	3.931	2.316	3.211	2.7729	1820204.0	2183391.699739
sub-186/ses-001	3.176	3.135	2.825	2.39	3.311	3.313	3.151	3.473	3.028	2.81	2.708	2.444	2.654	3.728	3.314	2.856	3.143	3.157	2.834	1.825	2.604	2.989	2.984	3.094	3.318	2.468	3.046	2.75	3.57	3.221	3.088	3.828	3.442	3.346	2.99177	1961741.0	2302191.600463
sub-187/ses-001	2.65	3.224	2.814	2.446	4.108	3.372	3.158	3.411	2.979	2.757	3.14	2.575	3.007	3.334	3.64	3.013	2.861	3.19	2.811	1.899	2.992	3.069	2.558	3.237	3.354	2.619	3.203	2.859	3.61	2.964	2.914	3.941	2.96	3.602	3.01203	1910848.0	2257163.185337
sub-188/ses-001	3.291	2.939	2.766	2.148	3.131	3.162	2.903	3.275	2.942	2.689	2.759	2.182	2.572	3.572	3.275	3.16	2.97	2.795	2.798	1.782	2.299	3.08	2.952	2.944	3.187	2.585	3.049	2.444	3.563	2.841	2.591	3.982	2.872	3.484	2.86295	1895450.0	2235638.266817
sub-190/ses-001	3.21	2.788	3.077	2.486	3.455	3.576	3.103	3.549	2.963	2.83	3.071	2.577	2.975	3.753	3.562	3.252	3.295	3.149	3.318	2.055	2.781	3.062	3.172	3.168	3.493	2.825	3.322	2.857	3.663	3.11	3.134	3.773	3.848	3.733	3.14051	1865960.0	2195237.609759
sub-191/ses-001	2.745	2.871	2.591	1.733	3.474	2.85	2.578	3.057	2.387	2.264	2.572	1.962	2.353	3.259	3.146	2.463	2.491	2.29	2.422	1.501	2.227	2.677	2.792	2.565	3.083	2.193	2.702	2.289	3.153	2.728	2.445	3.471	2.553	3.179	2.60389	1652642.0	2185189.276252
sub-192/ses-001	2.602	2.616	2.572	1.711	3.334	3.013	2.284	2.974	2.413	2.098	2.817	1.988	2.783	3.122	2.524	2.485	2.898	2.818	2.547	1.462	1.928	2.609	2.6	2.316	3.217	2.35	2.805	2.177	3.052	2.5	2.693	3.324	2.273	3.27	2.52987	1481381.0	1877667.244813
sub-193/ses-001	2.906	2.91	2.728	2.25	3.991	3.052	2.635	3.266	2.641	2.277	2.915	1.953	2.569	3.132	2.856	2.616	2.758	3.076	2.694	1.606	2.206	2.741	2.996	2.539	3.159	2.536	3.086	2.351	3.074	2.863	3.234	3.981	2.07	3.216	2.70067	1476990.0	1991179.584085
sub-194/ses-001	2.271	2.448	2.365	2.074	3.45	2.876	2.253	2.785	2.418	2.154	2.847	2.272	2.654	2.928	2.629	2.384	2.601	2.335	2.384	1.75	1.897	2.634	2.432	2.486	2.809	2.096	2.55	1.946	2.793	2.228	2.255	3.589	2.657	3.336	2.4241	1568655.0	2061722.569336
sub-195/ses-001	2.526	2.806	2.432	1.764	3.701	2.899	2.261	2.964	2.432	2.041	2.78	1.99	2.55	2.963	2.539	2.538	2.803	2.345	2.435	1.396	2.085	2.487	2.644	2.501	2.941	2.251	2.624	2.044	2.813	2.37	2.303	3.504	2.29	3.388	2.46964	1530758.0	2040844.059086
sub-196/ses-001	2.435	2.541	2.643	1.962	3.489	2.915	2.59	2.887	2.53	2.296	3.076	1.963	2.704	3.129	2.57	2.54	2.73	3.114	2.863	1.452	2.185	2.592	2.816	2.756	3.067	2.578	3.009	2.352	3.112	2.766	3.288	4.174	2.476	3.327	2.68938	1659411.0	2030685.964283
sub-197/ses-001	2.93	2.88	2.807	2.013	3.537	2.906	2.702	2.855	2.584	2.404	2.63	1.972	2.575	3.04	2.652	2.892	2.953	2.532	2.677	1.644	2.245	2.756	2.93	2.633	2.924	2.377	2.836	2.536	3.05	2.873	2.403	3.428	2.249	3.253	2.68084	1608518.0	2025186.927145
sub-201/ses-001	2.944	2.354	2.494	2.107	3.325	3.081	2.662	3.093	2.581	2.386	2.858	2.19	2.581	3.267	3.277	2.82	2.724	2.455	2.594	1.93	2.351	2.736	2.925	2.716	3.061	2.273	2.729	2.412	3.208	2.689	2.887	3.588	2.723	3.408	2.70205	1661355.0	2190357.284528
sub-202/ses-001	2.461	2.911	2.723	1.9	3.701	2.76	2.353	2.985	2.779	2.36	2.702	1.801	2.483	3.203	2.624	2.49	2.878	2.714	2.593	1.754	2.052	3.005	2.823	2.623	2.941	2.47	2.982	2.261	3.091	2.666	2.601	3.639	2.483	3.221	2.65331	1673506.0	2054962.037784
sub-203/ses-001	3.015	3.059	2.782	2.151	3.622	3.091	2.846	3.331	2.835	2.528	2.94	2.226	2.675	3.45	3.499	3.26	2.946	2.704	2.6	1.715	2.545	3.0	3.007	2.923	3.201	2.409	2.871	2.673	3.479	2.783	2.725	3.677	2.95	3.314	2.84833	1670555.0	2096204.159462
sub-204/ses-001	2.843	2.851	2.682	1.692	3.485	2.992	2.611	3.25	2.816	2.206	2.836	2.022	2.774	3.227	2.936	2.667	2.981	2.981	2.654	1.718	2.093	2.824	2.857	2.565	2.965	2.315	2.95	2.265	3.066	2.815	2.627	4.168	2.295	3.484	2.67801	1542955.0	2059024.8558
sub-205/ses-001	3.061	2.943	2.492	1.855	3.789	3.052	2.918	3.269	2.969	2.525	2.832	2.212	2.82	3.388	3.127	2.846	2.784	2.837	2.788	1.994	2.149	3.035	2.853	2.635	3.022	2.379	2.839	2.456	3.226	2.837	2.298	3.978	2.688	3.44	2.75773	1663164.0	2061612.678486
sub-207/ses-001	2.62	2.633	2.542	1.656	2.993	2.955	2.517	3.023	2.466	2.057	2.738	1.885	2.554	3.139	2.737	2.569	2.879	2.635	2.708	1.417	2.177	2.592	2.857	2.509	2.944	2.383	2.77	2.133	3.19	2.718	2.954	3.576	2.642	3.143	2.5798	1597915.0	1797743.618113
sub-212/ses-001	2.912	2.721	2.479	1.952	3.83	3.122	2.697	3.256	2.648	2.459	2.913	2.191	2.572	3.341	2.733	2.522	2.611	2.607	2.655	1.585	2.165	2.721	2.709	2.674	3.076	2.263	2.641	2.317	3.062	2.754	3.026	3.752	2.569	3.289	2.65364	1775120.0	2294391.345624
sub-214/ses-001	3.081	3.019	2.784	1.927	3.134	3.13	2.762	3.212	2.557	2.29	2.748	2.179	2.633	3.459	2.447	2.701	2.857	2.639	2.491	1.548	2.365	2.973	2.946	2.846	3.19	2.437	3.202	2.411	3.441	2.843	2.6	3.773	2.674	3.298	2.79276	1785466.0	2245673.828529
